from_id:start_id,to_id:end_id,amount:int,year:int
5935,4963,350,2000
7235,7774,2050,2010
3006,4543,2250,2010
5824,3236,1750,2010
7389,7534,650,2000
8359,3912,6750,1990
5498,5743,6750,2000
6608,5478,750,2000
5751,8421,3250,2010
2353,9276,5550,2000
6585,2066,450,2000
5940,8276,3950,2010
5801,7250,450,1990
150,5121,7650,2000
5852,6380,9050,2000
8017,7611,9950,1990
9445,5245,1150,1990
2319,9530,6550,1990
4429,7766,1850,2010
3181,2369,8750,2010
2821,1567,6850,2000
8541,1747,9050,1990
2742,751,3350,1990
4100,3441,2550,1990
7463,7602,8350,2010
9643,3630,1750,2010
8894,9157,8050,2000
450,3802,1950,2000
3454,3573,6950,1990
8181,8545,2450,2010
5225,5365,1550,2010
9132,8051,8950,1990
5529,8704,9250,1990
2305,1510,8750,2010
7611,2661,8550,2000
4963,7293,7250,2010
7147,344,9150,1990
2262,7039,2050,1990
4213,1243,2350,1990
6131,2203,7650,1990
5192,9535,2850,1990
3228,3887,2850,2000
893,5324,850,2010
4856,1345,950,1990
970,7286,1050,2000
3716,6780,5250,2010
6526,8020,7250,1990
1609,1630,450,1990
747,4340,1550,2000
6408,3173,9050,2010
2214,6990,8650,2000
3614,6645,5550,2000
7557,1483,5650,2010
9131,1672,350,2010
8996,4367,3550,1990
4106,4691,3550,2010
3839,6767,6850,2000
1540,3227,50,2000
9191,9639,50,1990
4849,7438,4850,2010
1279,6623,3250,1990
3274,3441,6050,2000
7168,7225,8050,2000
5413,2129,4550,2010
8600,3238,1850,2010
1161,355,3850,1990
3401,2038,7750,1990
9428,8993,4450,2010
6770,1127,1550,2000
4138,3771,4050,2010
7224,5716,7650,2010
3634,3651,350,1990
6114,7580,50,1990
7237,1770,8250,1990
1135,350,2250,2010
8699,7853,2950,1990
8311,5283,8750,2010
6297,6798,6050,1990
2859,4600,2350,2010
6921,613,4550,1990
138,3382,9950,2000
8077,2144,2150,2010
5611,6150,1650,2010
3562,5705,5250,1990
6218,3071,1650,2010
3974,7465,8750,2010
3954,6380,3250,2010
8660,5848,750,2000
5362,8335,450,2000
860,4138,8850,2000
9831,5549,6450,2000
7844,2596,1750,2000
8434,7428,4950,2000
7657,60,7050,2000
9753,8679,6350,2010
9897,1162,9850,2010
8814,2776,9150,2010
8198,3575,7550,2000
4727,7066,4450,2010
8270,1038,850,2000
3689,6034,7850,2010
2570,9121,9150,2000
1127,6601,2450,1990
2001,5359,8450,2010
582,1639,3850,2010
7520,9268,5350,1990
5014,5360,2950,2000
3297,2770,50,1990
8985,5070,6350,2010
3752,5394,1450,1990
4950,1249,1950,2010
5467,3465,950,2000
1808,2968,2350,2000
6499,7492,5950,1990
1787,8950,6450,2000
3335,9629,3450,2000
8588,4866,4850,1990
63,9832,6150,1990
5016,9148,9550,2010
165,9176,9250,2010
7956,6475,9950,2010
4933,398,3850,1990
1913,3693,3950,2000
8382,8010,5250,2010
7318,6151,5850,2010
1964,4222,6350,1990
1316,1726,950,2000
5909,436,8150,2010
4606,7674,3450,2000
8550,2150,6850,2000
20,5880,6050,2000
1924,8283,4150,1990
3008,528,2350,1990
5972,5052,8250,2010
2483,7449,6950,1990
3398,8502,4750,1990
7261,3491,550,2000
5885,5049,9150,2010
4020,4560,2650,2000
9844,9786,9050,2000
1227,9226,6950,2010
5612,3450,650,2010
9474,4875,6650,1990
6694,7582,2850,2000
8940,8351,6250,2000
9314,6893,7550,2000
9317,6682,4050,1990
9812,9075,750,1990
3762,9928,3650,2000
6067,4286,3650,2010
4879,7281,5650,2000
836,1760,9150,1990
7541,4566,4150,2010
2622,329,3550,2000
8787,3012,3350,1990
2629,8366,5150,1990
9213,5313,8650,1990
6547,9571,850,1990
9457,3148,2150,2000
3262,9374,9050,2000
6011,1954,6350,1990
7110,389,9450,2010
6062,6858,5950,2000
7932,7665,7850,2010
1039,535,2450,2000
8488,6338,550,2000
9083,9467,1050,2000
4094,1061,7550,2010
7301,7062,6450,2000
9293,2260,8850,2010
1904,3437,1650,2000
1547,113,5750,2010
8375,8240,4150,1990
9335,3281,6350,1990
7411,6769,7150,2000
4754,4742,3050,1990
7091,1782,8750,1990
2365,3544,3850,2000
2711,2252,150,2000
9855,1571,1550,2000
7719,5741,9450,2000
2373,6893,7950,2000
5733,7256,2250,2000
5161,7178,9250,2000
4202,4545,3050,2000
5797,6304,1450,2010
9422,6869,7250,2010
5850,135,3250,2000
3217,8968,6650,1990
8132,1897,6950,2010
8939,3435,7550,2010
5206,1654,1750,2010
7214,2302,250,2000
1705,5104,9150,2000
7133,642,4450,1990
3717,9760,1950,2000
1700,8792,7050,1990
619,888,6150,2000
9383,9910,3650,2000
2254,6685,6750,2000
255,8737,5750,2000
5938,7373,4350,2000
4641,3331,9650,1990
6714,187,4250,2000
338,376,7550,2000
3575,4182,5950,1990
3023,7615,50,2010
7792,8471,1850,1990
4041,5418,4350,2000
4951,2403,4650,2000
2941,5453,3750,2000
3082,5111,2050,2000
3967,1780,3550,2010
1455,7151,1350,2010
8602,3567,2150,2000
5845,4859,5850,2010
1468,3735,250,2000
206,306,4550,2010
7105,2244,9450,2010
2048,2572,5150,2010
8208,2081,6250,2010
7222,9298,9650,2010
4903,4069,3250,1990
395,9678,650,2000
5145,5397,5250,1990
1273,86,1950,2010
2783,2109,5050,2010
2635,2821,1750,2010
9552,8264,7650,1990
0,6153,5250,2010
1249,1794,7250,2010
4095,8584,1850,2010
8766,6933,7350,2000
125,9120,8850,2010
8875,3322,7850,2000
1483,5013,4150,2010
4115,3646,7250,2010
4221,3164,8950,1990
7912,9260,7850,1990
2205,8937,8150,2010
336,451,8850,2000
7104,1880,2050,2010
5736,1557,8350,2010
4740,1582,8450,2000
6277,3790,2650,2010
1873,419,1050,1990
6165,5040,8350,2000
5616,9422,2350,1990
996,1922,8350,2000
9604,2356,6350,1990
9561,6568,6250,1990
8779,4211,450,2000
1542,5292,3750,1990
9935,2075,3050,2010
8538,6286,750,2010
4740,3817,7850,2000
8800,8686,3150,2000
4407,8040,8850,2010
8082,5700,9050,1990
634,7967,9250,2010
3868,9888,8350,1990
2414,9091,7650,2010
5952,5064,2750,1990
6026,7359,3050,1990
5009,9128,8350,2010
6568,1623,5050,2000
4942,9362,5350,2000
172,5778,350,2010
8079,4102,3950,1990
5139,1731,2050,2010
429,6269,9450,1990
8200,7548,1250,1990
7903,7647,4450,1990
8792,2687,9050,2010
9841,2628,2350,1990
272,8966,3550,2010
8306,195,9450,2000
5805,1519,850,2000
1515,3094,2350,2000
8793,3463,350,2000
4423,4741,3850,1990
4108,3915,950,2010
7011,6183,9850,2000
8331,1171,8950,2010
7294,8780,4150,2000
9117,3964,1850,1990
4322,8966,3550,2000
8007,4166,9650,1990
7435,6095,1950,2010
8733,5348,4950,2000
5578,9858,9650,1990
9667,8504,950,1990
7117,8812,1250,2010
525,1911,9350,2010
7470,8298,5650,2000
6914,6365,1450,1990
4177,9223,3050,2010
6263,6781,8850,2010
5820,2057,3850,2010
7845,7981,8550,2000
3235,3070,4550,2000
1882,1535,850,2000
8563,2040,9150,2000
1555,8066,50,2000
6199,917,4650,2010
1650,9276,9950,2010
2132,7048,7250,2000
4095,5411,1350,2010
535,1863,6050,2000
7088,6380,4850,2010
8780,8744,3150,1990
8503,708,2450,1990
7534,5636,6050,2010
4433,1590,750,2000
5586,2229,7750,2010
2892,2473,2150,2000
5471,2913,1050,1990
5054,7183,9350,2000
6732,45,250,2010
1817,6098,4650,2000
286,5474,3550,1990
749,3781,9750,1990
583,4057,5950,2000
7292,85,4350,1990
4191,4576,1250,1990
9770,5372,350,2000
8807,9230,1350,2010
8323,5462,1850,2000
7959,3202,5150,2000
1019,6375,1550,2010
6488,5123,4850,2000
4172,286,3050,2010
2232,2754,1550,2000
3900,8782,6950,2010
6347,5496,450,1990
785,3497,150,1990
5951,9572,2350,2000
1483,1922,7950,1990
6283,8419,1450,2010
5811,8120,9950,1990
7331,5458,1750,2000
7540,8947,5250,2010
657,3483,8350,2000
8538,6387,8250,2000
7498,8517,6150,1990
8210,2658,350,1990
4431,4510,1550,2000
9178,2307,9350,2000
5350,8291,9150,2010
6311,3763,1750,1990
2605,3294,6650,2010
1510,9420,8250,2010
1141,3884,2250,2000
9916,5369,2850,2010
6381,6624,8350,2010
1884,8933,1150,1990
9575,5301,7750,1990
9601,1923,4650,1990
5180,4318,1350,2000
835,5645,5550,2000
8361,3368,4050,2010
5406,6185,8350,2010
2405,557,7650,1990
6798,2525,1250,2000
4935,9123,7050,2000
7592,2478,6150,1990
2752,5307,7350,1990
2577,8838,3950,1990
9612,660,3150,2010
2601,3713,2150,2010
9915,21,5950,2000
7224,1041,9150,2010
3152,5798,5250,1990
3947,7106,6950,1990
7966,4840,3150,2010
3063,8724,9850,1990
5258,5659,7350,1990
6557,5763,3550,1990
9494,6123,7850,2010
228,8690,5250,2010
8886,1455,1750,1990
5325,4667,5150,2000
1517,6449,5350,2010
3526,3129,6050,1990
7376,8367,1850,2010
4058,1447,7950,2010
5272,7894,6750,1990
4287,2659,6850,1990
3669,3111,5350,2000
1455,307,7950,2000
3873,7714,4350,2000
1208,9619,5550,2000
8214,1071,9650,1990
1974,9893,2150,2010
8185,7034,9250,1990
177,8632,1650,1990
8278,210,1850,2010
3773,3021,5750,2010
5327,5422,1550,2010
9627,745,3150,1990
2142,5575,2950,2000
5981,3397,4950,2000
6520,1170,9650,2000
9201,9405,5650,1990
7983,2624,7450,1990
5201,6175,3350,1990
4945,5557,850,2000
6286,6466,4550,1990
9202,8993,3550,1990
9450,6047,9350,2010
8719,7820,150,1990
3805,2694,1950,1990
854,9965,8750,2000
7369,5707,3150,1990
8758,3644,2750,2010
6434,5831,9350,2010
2550,908,2150,2010
1415,1766,6050,2000
6465,3323,9250,2010
3418,64,8350,1990
6707,2958,4350,2000
657,3284,6150,1990
9847,975,3950,1990
9472,6730,2250,2010
5536,1028,7950,1990
9096,1318,7150,1990
9534,4004,5050,1990
2912,4957,3550,2000
4373,9172,3450,2010
1267,6194,8350,2010
4809,5723,6150,1990
4428,148,3750,2010
5598,6082,2050,2000
3988,8445,6650,1990
4748,7242,3850,2000
3309,1760,4750,1990
6439,8576,5450,2010
6827,9470,1250,1990
135,2139,2750,1990
9482,600,7650,2000
6987,417,6150,2000
356,6966,8650,1990
6015,5058,7650,1990
133,6039,6850,1990
2147,7236,7250,1990
8692,5868,4650,2000
8034,2473,650,1990
6952,1943,8450,2010
9475,1342,1450,1990
4135,722,1250,2000
1138,8679,7450,1990
6756,788,5750,1990
1514,9250,250,2010
7530,383,4250,2010
2702,2219,4750,1990
1365,5646,2950,2000
7011,2553,4350,2010
2307,5157,2350,2000
7673,6084,7650,2000
9406,1749,9350,2000
2451,9094,7050,2000
1853,5844,9850,1990
4486,4382,1850,2010
6820,884,9850,2000
2382,7813,8450,2000
9676,9209,150,2010
9977,1625,1150,2000
6808,8568,4050,1990
2616,3233,5950,1990
8664,864,9650,2010
8226,699,2150,2010
661,9880,9550,1990
9092,3914,2750,1990
3630,5136,6450,1990
2198,5558,1050,2000
1192,1781,9050,2010
560,4919,3050,2010
8319,7793,5150,2000
8016,1654,4850,1990
7105,7592,5650,2010
7562,7291,1350,2000
1151,6868,5950,2000
6585,8501,450,2000
7298,5080,2850,2010
2688,200,350,2010
9970,2216,3650,2010
4230,6128,5950,2000
4584,556,4550,1990
6844,842,2050,2010
2158,3917,5850,2010
9717,4126,6650,2010
7936,6890,8550,1990
9481,2724,4350,2000
6284,1149,1250,2000
8498,5461,9850,2000
4081,7940,1750,2010
8801,4213,8150,1990
6421,1332,5050,2000
3504,7472,1650,2010
2661,7679,1850,2000
9284,5734,950,2010
2850,4735,2050,2010
9526,7116,3250,1990
4578,1301,9750,2000
3588,7917,550,2000
7847,4702,7350,2000
9096,3248,5750,2000
4974,6443,1850,2010
3219,6687,4850,1990
4168,9155,6750,2010
115,185,4350,2000
8077,6365,7850,2000
3970,655,950,1990
1692,7084,7750,2010
9896,6550,5850,2000
23,5844,5350,1990
8948,2140,4250,2010
8458,5243,1150,1990
8231,3786,6450,2000
2217,9599,750,2000
4007,226,3950,2010
430,3190,7950,1990
7463,4777,8150,1990
7438,8561,9050,2010
1425,5788,7950,2000
9117,4713,350,2010
2410,7565,3450,2010
7010,951,7550,1990
3714,6285,6850,2000
3095,8256,2850,2000
5636,5656,7450,1990
7631,8945,450,1990
5291,7920,1350,2000
5918,2906,5950,2010
4282,3163,7350,2010
5955,8653,6850,2010
3326,4148,650,2000
9532,310,1650,2000
9377,1479,950,2000
2657,2439,5250,2010
9436,154,6650,1990
2561,3968,9650,1990
9672,2693,6550,1990
5503,6047,6050,2000
715,8230,5850,2000
3502,363,5550,2010
7957,9812,750,2010
1310,9359,6150,2010
222,2005,2850,1990
3936,8468,7550,1990
3804,1099,6150,2000
1975,4040,5550,1990
635,3440,6350,2010
2052,4799,2350,1990
8679,3613,8450,2010
4832,3515,1750,2010
2904,3314,5350,2000
4228,4498,3750,1990
6422,6609,5350,2000
3213,9679,450,1990
3000,3865,6850,1990
3348,3207,3450,2010
2402,975,8750,2000
1703,7659,2050,2000
4217,3734,5450,1990
1354,5788,4150,2000
6845,7803,6850,2010
1235,6504,6850,2000
7642,2478,6950,2000
6913,4940,5950,1990
3938,2130,350,1990
4507,9426,4450,2000
8538,2153,7350,1990
5745,5176,4850,2000
1001,1342,9750,1990
6349,4650,5150,2010
9601,6388,9550,1990
8890,9298,4250,2000
9241,5266,3550,2000
3796,894,4950,1990
3556,9370,8550,2010
9464,6836,3050,2000
8554,8165,8950,2010
3380,2284,350,1990
2325,1594,4550,2000
6109,1641,9050,2000
7945,1384,5450,2010
9147,3621,7950,2000
1517,4201,5050,2000
7505,782,8550,2010
9647,5613,9150,2000
7342,3679,2950,2000
8197,3531,1650,2010
1596,5283,7750,2000
3469,4104,1150,2000
7387,7839,6850,2000
4964,7668,5950,1990
3600,1645,6150,2010
6779,5466,2750,1990
1600,4064,550,2000
380,9744,8750,2010
7813,6412,3250,2010
7342,3897,9850,2010
259,8735,150,2010
6166,8904,8750,1990
9798,6892,7550,2000
7783,5047,6050,2000
2750,1964,350,2000
7532,2425,9250,2010
5025,5551,9850,1990
4177,373,3050,2010
7983,3654,5550,1990
8819,9570,4450,2000
1859,3795,6750,2010
597,7115,450,2010
3549,6404,2850,1990
1251,4315,5150,1990
7492,3403,9250,2010
9393,6959,8550,2010
5709,7862,8650,2010
4088,7357,4850,2010
7226,9754,9250,2010
8459,5372,4450,1990
4716,6712,6050,2000
4781,1127,4950,2010
8743,625,850,1990
339,5869,3250,1990
8521,9299,3050,2010
4032,9146,8950,1990
4572,3088,5150,2000
4558,7443,5250,2000
674,9832,3450,2000
30,6569,4350,2000
8692,4287,1650,2010
2636,6988,4450,2010
6884,4846,50,2000
2550,9587,2550,1990
139,6490,1550,2000
3336,3197,4150,1990
2816,1418,1150,1990
7062,871,4350,2010
6648,341,3850,2010
7132,2771,450,2010
1049,9623,5450,1990
4529,392,6850,1990
8343,1349,8750,2000
884,9494,9950,2000
4677,1625,7950,2000
4672,7600,2350,1990
5307,830,4850,2010
4562,4875,250,2010
6897,4100,9350,2000
7057,7791,9250,1990
126,731,2050,1990
1250,7057,850,2000
2861,1932,1550,1990
7284,2892,1250,2010
1946,7384,3850,1990
7509,4416,2950,2010
4975,789,4850,2000
5860,273,3750,2000
9348,2320,2150,2000
659,1487,4450,1990
1204,2346,8650,1990
4928,6436,750,2010
6634,8384,2950,1990
9650,6261,4450,2010
1168,6616,1050,1990
5636,3970,5950,2010
8573,2532,5550,2000
4521,4262,5050,2000
7497,3130,3150,2000
7653,8585,8750,2000
2587,6881,1050,2010
8388,8764,3350,1990
5339,6875,1850,2000
1791,3367,1650,2000
8407,7037,7550,2000
6767,8735,7950,2010
4457,7550,4850,2000
5334,1190,8450,2000
845,6718,5550,1990
8248,7713,9150,2010
2281,4536,5050,2010
3982,1239,5850,2000
9548,7158,4850,2000
7485,1926,2550,2010
6861,172,6450,2000
4903,6190,3750,1990
4049,2150,6950,2000
9568,7463,5350,2010
163,9352,6350,2000
3768,3534,6050,2000
8086,5835,4150,1990
1461,3473,9550,1990
6731,8185,1450,2010
4946,65,8350,2010
8921,1879,8450,2010
9017,8413,8850,1990
4129,761,8950,2000
5651,2406,3250,1990
4332,8839,5750,2000
8509,820,3950,1990
9844,3198,8150,1990
4612,814,7450,1990
4354,9997,4350,2010
3287,2688,350,2000
148,371,2850,2010
3354,4582,1750,2010
1642,6684,850,1990
2713,5879,8550,1990
3285,4947,3950,2000
7325,2268,7450,1990
2534,3762,6850,2010
5553,9384,7050,1990
8591,1015,1650,2010
6892,5746,2250,2000
6650,5509,750,1990
7913,6512,2650,2000
5193,7403,9150,2000
8428,6942,5250,2010
2432,9802,9050,2000
9939,512,7450,1990
5881,4533,3850,2000
7220,7793,4550,2000
3836,3014,2850,1990
6343,9545,4650,1990
9780,1872,3950,2010
8913,6579,50,1990
741,3623,9450,1990
3493,5607,6050,2010
1416,3262,8750,2010
5665,8285,1650,2010
4569,5162,350,2000
5914,535,3450,2010
9185,5604,5450,1990
6468,3619,4650,1990
3899,9820,8550,2000
4025,9938,250,2010
7358,9940,8350,1990
8053,1559,3150,2010
6111,7312,450,2000
8461,3600,8250,2010
1458,1178,1150,1990
4179,6434,9050,1990
9950,2288,9450,2010
5149,7000,9650,2010
1938,4712,8150,2000
4156,5063,6750,1990
382,4024,7150,2000
1736,207,8850,2010
7342,7976,6850,2010
4480,1953,1050,2010
1382,7972,1150,2010
8818,6220,4050,2000
3994,8436,3150,2000
826,9696,9650,1990
5983,282,4650,2000
9766,8062,6650,1990
768,9513,1150,2000
1483,303,8050,1990
9782,3228,1850,1990
3731,3253,5850,1990
1594,8152,5650,2000
3220,8087,2350,2010
2306,5170,950,2010
4246,9649,6550,1990
2708,7210,650,2000
2245,7802,4350,1990
1948,2670,1250,2010
629,6897,5050,2000
796,9772,3850,2010
3595,1651,6750,2000
988,7781,2850,1990
9665,9613,3750,2000
7060,7828,4550,2010
564,2076,7450,1990
1770,8669,9650,2010
7064,7168,7050,2010
3708,2791,8250,2010
4607,1887,850,1990
3918,5950,8550,2010
7614,4867,1850,2010
18,2843,650,2000
3623,4604,3050,1990
3361,2240,4050,2010
1780,4826,6650,2000
8904,2595,1850,2000
6394,4590,950,2000
9668,1894,5750,2010
8094,2514,7250,2010
4324,6196,4950,2000
1743,9135,6450,2010
9425,7108,150,2010
39,3598,7850,2010
933,5062,1150,2010
8402,879,9450,2000
7670,1487,5150,2000
8028,725,5850,2010
1544,1001,8750,2010
7863,6560,5950,2000
1711,263,7550,2000
106,5501,4750,2010
4621,7830,5450,2000
8244,3648,2350,1990
7825,930,4450,2000
6082,9226,2950,1990
2074,8037,8350,2000
7697,3843,8850,1990
5305,5806,7250,2010
9219,28,5350,1990
4890,8516,8250,2010
1638,219,1150,1990
3307,601,7550,1990
1981,2394,2250,2000
360,2926,8250,1990
402,4419,950,2000
5678,2149,3950,1990
8863,2793,7850,2000
7798,1964,3250,2000
6879,1338,7250,1990
3540,3581,750,2010
3152,5590,5050,2010
7924,3015,7650,2000
9171,8409,7650,1990
2851,1564,2350,2010
1406,9311,8650,2010
6640,2361,4950,2010
6256,2897,5050,2010
6581,9305,5250,2010
9258,8716,5350,2010
4005,3635,5750,2010
8457,5239,5450,1990
1501,6551,9950,2010
618,8084,6550,2000
6204,9101,4050,1990
2334,580,3550,1990
102,9841,3350,1990
366,5481,5850,2000
2577,2481,7150,1990
7095,5828,6550,2010
3720,4717,2750,2000
9396,6105,9550,1990
3691,3074,1050,2010
6140,3388,5350,1990
6567,327,1650,2010
893,1772,8550,1990
4097,3571,5150,2010
2798,5760,8850,2010
9524,4613,7050,1990
7361,5770,5350,2010
2478,9611,8650,2010
595,7039,3250,1990
7748,5660,4050,2010
4872,322,3450,2000
5420,5760,450,2010
5694,2306,9650,1990
7439,2781,9850,2000
2069,6800,1750,2000
4207,5870,3950,1990
3123,8222,2450,1990
8748,7904,2850,2000
5921,9370,250,1990
583,251,9150,2000
4533,2818,450,2010
9297,9185,3550,2010
1815,7426,8350,2010
2616,6541,9250,2000
9256,2631,750,2000
5843,1354,9650,1990
7866,153,6550,2010
4188,5508,8250,1990
5683,2938,1750,1990
8457,8195,4450,2010
5108,3892,6650,1990
3881,2391,4150,2010
6985,2027,7250,2010
5998,917,250,1990
7875,8839,4850,2000
4733,350,3650,2000
1321,5002,1150,2000
7317,1894,750,1990
5534,8275,1750,2000
3913,3352,3150,2000
3538,616,7450,1990
5731,6457,4750,1990
4927,8996,8250,1990
8686,5668,1050,2000
1481,6472,4750,1990
9654,8144,2050,1990
6850,7745,5650,2010
1280,4657,6350,2010
467,6658,8850,1990
6863,8392,4950,1990
709,1626,9250,1990
418,5785,6450,2010
5553,9456,6150,2000
2067,289,6550,2010
8297,9894,3950,2010
4533,7604,150,2010
1865,79,2350,1990
1658,7414,6350,2010
1153,1647,6350,2010
2910,7772,2450,1990
8068,4035,1250,1990
7595,6988,2350,2000
9601,1727,7750,2010
8551,4844,3850,2000
3650,5182,6550,1990
4440,7589,250,1990
7796,4446,6650,2010
5757,5215,6150,2000
6464,3660,2950,1990
3153,8632,8250,2010
4180,9299,4050,2010
2880,233,3850,2010
4275,7189,4450,1990
8244,2426,8850,1990
677,2436,7250,2000
6674,7094,4450,2000
9658,6774,1250,1990
7261,1738,7050,1990
629,3287,5250,2000
9719,9890,6850,2010
7915,6720,3650,2010
7188,9028,7050,1990
4676,8884,7350,2010
6489,969,2050,2000
7667,744,9950,1990
6889,2100,6850,1990
4581,5650,1750,1990
1070,3163,7550,2000
2949,1465,2750,2000
1461,5573,8850,2000
3975,2364,8550,2010
3115,1286,6250,1990
9367,8478,150,2010
7270,5266,650,2010
4559,2647,2650,1990
7139,6208,50,2010
2947,4960,1450,1990
90,1826,2650,2000
6296,4057,5750,2000
4872,382,450,1990
6569,3191,3750,1990
7447,3221,650,2010
2590,2303,8550,1990
9018,497,1250,2000
3151,7433,7450,2010
8145,1915,550,2010
8379,6230,2250,1990
7699,3272,3750,2000
3914,5224,6550,1990
2732,9383,3450,2010
9949,1355,5250,1990
4994,8685,4050,2010
5586,9919,6150,1990
6181,9245,350,2010
8286,2715,3250,2000
9805,9559,8350,2000
5533,2770,8050,1990
3032,1245,4750,2000
386,8092,7750,2010
9204,8089,2650,1990
6697,7950,7250,2010
1201,9250,2650,1990
9205,7333,9150,2000
3286,5832,9750,2000
4703,8345,650,2000
5643,3087,9850,2010
5063,2804,3550,2000
7054,2634,9050,2010
1086,2240,6850,2010
7244,5767,5550,2010
7438,9063,6950,1990
717,8487,3450,2010
7613,2210,3950,2010
1923,7507,8050,2000
5241,5442,9050,2000
2471,2140,7750,2000
7617,331,8250,2000
5624,4817,650,2010
6911,4268,1850,2010
9801,6525,850,2010
8742,7042,8350,2010
8809,3774,4350,1990
298,4340,9650,2010
264,6181,5250,2010
10,7689,650,1990
6988,9651,550,2010
9906,8689,9650,2000
1633,5138,250,2000
1972,777,7850,1990
2581,3152,9650,2000
6175,1308,8650,2010
8732,7101,7550,2000
821,2230,3750,2010
8548,8978,5950,1990
5075,5767,9250,2000
4782,8582,8050,2010
4585,1195,7750,2010
4077,9864,850,1990
4951,5529,3150,2000
1119,5874,3250,2000
5396,8565,50,1990
2800,1736,6450,2000
2329,7014,6150,1990
6770,4935,3250,2000
3347,2191,550,2010
4730,1354,3650,1990
6297,7176,6050,2010
8621,6687,2150,2010
8057,483,450,1990
5764,9467,1750,2010
3752,8372,3850,2000
2292,6514,9150,2000
1874,3050,5250,1990
9773,6478,2550,2010
7416,5286,8450,2010
6412,8435,5750,1990
5382,4254,150,2010
9742,3579,5050,1990
6374,3158,450,1990
6306,7918,6950,1990
6380,5699,1950,2000
8705,852,8250,1990
5168,4581,1150,1990
1736,1837,9250,2000
3871,2760,750,2010
9285,8166,7250,1990
191,9683,7450,2010
1958,2268,5650,2000
8365,6366,9850,2010
7971,5575,4850,1990
3677,6959,4350,1990
5103,9169,5550,2000
7404,1461,7950,1990
2339,8303,8350,2000
8661,9977,3550,2000
9758,6511,4550,2010
3735,6090,6050,2000
2770,130,150,2000
8653,3352,4650,1990
3295,8147,3550,2010
692,4354,1450,2010
8532,4948,3950,1990
6733,6960,150,2000
8879,8417,4150,2010
898,2008,1750,2000
9280,3197,3450,2010
3113,6412,9250,2010
9111,9252,4150,2000
5972,8780,1450,2010
9519,5623,5050,1990
9212,7164,950,2000
4208,4157,1550,1990
6595,9342,1050,2010
5211,3181,7750,2010
3072,7333,8850,2010
1008,5236,9150,2010
902,4282,7050,2010
2861,3724,8550,1990
8884,6070,3350,1990
3725,5444,5350,2010
1226,390,2250,1990
9913,2297,6850,1990
2420,5643,5950,1990
1710,8449,1550,2010
3659,9941,350,2010
847,7059,4950,2000
4794,9894,5550,2010
6772,6382,4050,2000
68,203,3850,1990
8454,4679,850,2010
2876,9073,7950,2010
1479,5965,3250,1990
3750,8063,5750,2000
3681,913,4350,2010
4371,389,2650,2000
5941,6430,150,2010
9085,1346,2250,2000
6522,8516,9450,1990
6901,5894,7250,1990
8577,4029,2450,1990
7618,9338,5650,1990
6818,6141,6150,2000
1321,7201,9450,2000
3478,9869,350,2010
3515,1998,1650,1990
3321,1939,750,1990
8049,6411,3950,1990
7591,6611,4750,2000
6917,591,8050,1990
8071,4465,5150,1990
3870,7475,7250,1990
5312,2499,8850,2000
4921,5308,5650,2010
5595,8117,3450,2000
218,6624,1450,1990
5342,4482,7250,2000
2763,9852,4450,1990
6695,2695,750,2010
1707,7990,2450,2000
6387,5179,8950,1990
8954,6885,4550,2010
1760,7045,50,2010
1057,7274,9050,1990
7567,2931,7650,1990
9895,1015,850,2010
242,3629,7850,2010
8042,7946,5250,2000
6223,1603,4650,2000
1760,1555,1550,2010
4908,1107,5650,1990
9990,564,9450,1990
9042,5933,9250,2000
2386,5571,1950,2010
108,6701,6450,1990
4226,7518,7150,1990
5139,1870,2850,1990
7445,9617,6650,2000
6243,8187,7850,2000
2648,9182,7950,1990
3452,5104,2850,2010
8004,3503,5150,2010
1304,1562,350,2000
3222,7589,6550,1990
7473,4641,3250,2000
3635,2296,5550,2000
2455,3170,7450,2010
9392,9883,4650,2000
6707,1994,7850,1990
2517,3021,8650,2010
9587,8414,4750,2010
5522,6818,9850,2010
9911,8235,9850,1990
7840,1166,5450,2010
8234,7174,8350,2010
7844,6202,1650,1990
5169,7638,6150,1990
8076,4289,550,2010
9463,412,8750,2010
9407,8883,1650,2010
1931,1218,4150,2010
6435,1217,1450,2000
1775,9898,5350,1990
2681,4775,4250,2000
2962,9094,8450,1990
2162,1845,2050,2010
8587,5715,2450,2000
5343,8065,5550,2010
6205,860,9850,1990
4390,3730,9050,2000
1785,5776,2550,2010
5134,7365,3650,2010
8906,6694,350,2000
5823,8886,6950,1990
2958,2638,5750,2010
3748,6111,4550,2000
334,1963,3850,1990
8635,929,4850,2000
5480,4717,6350,2000
5643,5238,7550,2000
1279,4827,4550,1990
2105,4449,7350,1990
940,8624,2350,2010
9322,5859,4350,2000
6796,8291,3850,1990
9427,2079,9350,2000
3953,2281,7550,2000
3895,1226,8550,2000
4395,4892,3550,2000
6445,2149,7450,2010
5991,6224,1750,2010
8480,4424,9050,2000
9751,5624,750,1990
8542,1970,4950,2000
1057,7444,5850,2000
1459,2675,7150,1990
825,8562,8950,1990
8126,4084,9850,2000
695,9052,6550,2000
6366,7389,1850,2000
7349,4104,9550,2010
5822,637,9250,1990
1204,8618,4350,2000
105,2749,3450,1990
378,1863,6850,2010
4048,2105,9550,2000
9519,9958,3450,2010
7288,8183,1450,1990
8174,7958,9750,1990
5588,7437,450,2000
9423,4948,3150,1990
